Comment,Label
ate doren na hape oreksin,0
o zoti modh kafsh ai nk njeri,1
po qenke pari per tu vrare se po dergoje shoket tu zdo hanim mish t ngordhur,1
hani kerrnacka nbiticke hani,0
nje shokut tim qelluar nje gisht bashk thojin,0
tashi kujtut ju bam njeri yyy ju pastaj fiks lopet,0
opo partin fort,0
un ne dakorte gjithcka qe thuhet po ju qe tregoni keto histori kaqe bukura ku fjetet deri sot cfare protet qe bet publike qe ju dhat jehone,0
sa mir gatuan ne shqipri mmmm,0
hahahai paskan hyre seriozish punes sallamit,0
po qe shkruan paske ber vet kete veprim shkruan ty raft pika pari do denancu ske turp shkruan se bere ate denancim apo more lek,1
disa firmave ju bejne reklamedisa tjera duan fundosinkjo esht gjitha,0
lexo pak ate dyten flasim,0
po o palqo mashkull qe paske ngarku lopen ngordhur ne furgona mendove per femite tuaj nqs ke femia mendove per femite keti vendi qe konsumojne shume ushqime thatapo tu dridh dora kur ngarkove ate lope ngordhur o legenme keto flliqesira ky mostra bashke ato parlamentaret tane ska behet shqiperiaishalla qu zoti madh ke ngrene nje pjese ajo lopa ngordhur,1
na shpifet jeten krejt ushqimet qe ham gjdo dit vdekt kush ben kto gjera zoti denofte aty ku dhem ma shume,0
sallam kafshe ngordhura arome gishta njeriu ju befte gjak dhjam shqipeve mundesi kem ngren un,0
eshte ceshtje sensibilzimi civilizimi barbaria shqipetare krahasim asnje vend,0
thash une cne salçiçe nforme gishti,0
thjesht o njerez blini ne shqiperi esht nje perdorim ekzagjeruar mishit proteinat mishit gjeni tek shume ushqime tjera do shendetshem,0
pak fjal vec ushqim bijo duhet konsumuar,0
falenderoj familjen qe ne ate koh kur un qen atje babi sna bler sepse skishim lekpor pakten na mbrojt kto kalbesira,0
aman deri diku jane verteta jo kaq shume se do viktima pas nje kohe di s dua besoj,0
qr na lat hanger buk kto budalliqe,1
se kuptoj pasi vet populli fajin ngordh lopa gomari kali etj gropose shitni vet thoni beni prapagande per cilesin cfar mishi qarkullon kur ne nje koh vet ju pergjegjes se ua jepni kasapeve kafshen ngordhur,0
obobo sa gje shpifurmire qe sjam ne al se atje per cdo gje duhet ruhesh pothuajse gjitha produktet ushqimore jane skaduara,0
merziteni se kuptoj njh kur blini sallame qofte cilave shkon cmimi lek kg cfar prisni qe jen mish vici fresket boni naiv kot esht dicka ditur shqipria pranuar vite t tera sallam t skaduar djath niseshteje nk esht habi ajo qe duhet then esht ishalla gjith ato kafshe ken futur minj se per kafsh t therura apo t ngordhura ngopur per vite tera,0
oooo zoti madh na shpif,0
mua qelluar nje cope druri sallami thene mire se mish gomari behet po samarin ja heqin kur grijne sallam bej shaka se kshu gjerash kohe qe ha por pertej shakas aku duhet reagoje,0
wow çfar poshtersirash bejne kta njeres vetem per lekun mjer populli ne ate vend tmer çfar hane,0
po tani doli gjumi ty tregoje ty shum tjereve qe po shkruajn per kete teme,0
esht pakta po pas dit ngordhme mas ditsh gjen tregun ku shit lek kg,0
o ktu cdo gje esht normale,0
cfar po ham mjer shqiptart shkret,0
po ky mencuri qe tregon historine con lopen ngordhur per mish,0
kallbaqi,0
ajo historia dyte o zot,0
keqen lopes,0
frik hamm,0
themi per pakistanezet kinezet shqiptari eshte keq,1
ua tmer cfar thuaaa uaaa cfar kafshe aman vazhduan punen,0
ju thoni kujdes po kush kush thote qe nere sallamin mish ngordhur une qe blej kuptoj thoni apo blejm asgje bejm vete,0
flisni tani qe demi bere shumica njerzve ne shqip vuajn depresioni apo ankthi pasojat jane rrezikshme,0
kush do pune shofer,0
po ku kane qene deri tani qe skane folur cna shpifen,0
mua ngordhi gomari shita se do hajn politikanet naj cop moa merzit,0
keto ankesa bere heret jo tanipor prape mire vone se kurre,0
po mer vlla qe ke marr lopen ate shokun kasap vegjetarian,0
shqiptari ska per zen men deri sa shuhet djelli popull druvar ndodhin gjitha zezat poshtersite thot po keq mir jena prap,1
zgjidhet problemi duke treguar histori cdo vend shqiperis,0
wtf,0
uhhh allaaahh prandaj ren kancerii per took njeh mosh limiit duke konsumuar ne mbeturinaat tyre ohh zoot kancer per fmijet tuaj bofshiinn,1
ku perpara mor njerz apo tani qe foli dal,0
po mendoja shendoshur keto kohet fundit,0
meqë ra fjala thuje emrin fabrikës jo për gjë po bëj pak reklam,0
sa do durojmë do durojm deri ateher kur mesojm protestojm per drejtat tona do durojm deri kur protestohet ne rrug jo ne internet,0
po ngrene ate lopen nipi yt mbesa vet ke ngrene rri qete fol mo por po pate ankesa dil bej dicka qe ndodhin kto gjera,0
iiiiiii na shpif njoh kete fushepo them qe jo gjitha firmat qe perpunojne mishinpunojne kaq keq mira jane produktet firmave jo njohurasesa kompanive medha nejsenjerezit ndergjegjesohente konsumojne ato çfare gatuajne,0
nja vite po iher mrapa kismet,0
m fal po ky qe humbi doren nk beri rastin publik ne media apo hajt mo se dor ish,0
na shtiros jetën mor zot shyqyr konsumoj,0
po shpifsir kombit di qe pak shum nje vrases pages deri diku kte qe ke ber,1
na hapet barkun nji tem po hapet o burra sikurse dim,0
na shpifet t mallkuar mjer ne,1
heroizem paske bere lopene ke terhequrr zvarre etj etjsa krenari tregon kete akt heroik,0
sna gjej gjo neve mesur kto gjona,0
he se ikin shpejt,0
do durojm kto vjet q na kan mbetur,0
ngrihuni protestoni o popull cfare paskemi qene keshtu valle per shendetin femijeve tane dalim protestojme kunder kesaje politike qelbur,1
ishim rehat ne fshat cdeshem ne metropol ne,0
puna dores ishte horror fare plakopo sikur tkish pas thonjt prere po sikur tpalame qr dikush paska provu mish njeriu thu njs gjona normale qe ndodhin shqiperi mirmgjes luft per mbijetese,0
hyyyyy ca behet kshu filma horror,0
mban shqiptari po hemban,0
ore shof shum komente ktu jo drita jo semafori jo rruga jo parkimi po ca kujtoni se ne qe jetojm europ shofim vec lule ca kujtoni se ne bari ne napoli rome probleme ankoheni sikur qen parajs asigjo ju shko per mare italia pakten ku jetoj per mom shum se vjet demokraci akoma kto probleme thirrini trunit leni ca komente koti italia po ndro qeveri cdo muj akoma jena ku thret qameti perdit synojn ja pi gjakun puntorit se esht vetmi person ku ky pushtet mun rrjepi nai lek,0
ketu n suedi dje harru deri ne mengjesit dritat por spash naj photo ndodhin keto gjera por mund thuash ne shqiperi pak shum,0
gjysma tiranes vuna per mend kokes jo per drita se dilni ne protest do drita po rrish ankohesh neper rrjete sociale spihun civilizuar esht kollaj pun dil ankohu per drejtat tua,0
se paguni taksa ju,0
sa here lind nje ide lali erit per tia fut popullit nxizet nje drite ne rruget tiranes,0
sh mir na bejn per sa kohe ne rrim ne insta fcb ngrihemi per hallet problemet tona,0
aty ku sduhet len ndez gjthm kunderta,0
mbarove kafen kur mbarosh shko fiki,0
m mir ju,0
ku shtet ktu edi ramen gja do bonte mo mir ky pik qe bie kti,0
kan harruar ndoshta,0
hahhah ku dihet kane pare ndoshta qe moti do jete vranesira,0
ah mor keqen dit ankohemi ne por bukra eshte se ankohemi per gjera koti her per drrejten ton sidomos ktu gjeni drrejten menjeher,0
kan ndrru turnin harru,0
un motra ishim ngacmojm jo vetem kushon po burrin dashnorin po duam ne,0
cne kaq shum indinjuar per kushon zonjush,0
sa idjote esht kjoooo lidheni o njeres se esht nrm,1
merzite se tngacmun kusheririn,0
po skuqe o koqe kanari ato ste paska zene gjumi,1
publikoje se makin qeraje do jete,0
po thu shyqyr kishon se do kishe ngel burre,0
po duk mashkull trape ndaj ju kan ngacmuar,1
duhet t jesh pjes komitetit lgbt,0
fuck sake ca ngjon ma mir ktu nburg se nshqipri,1
po leje kushon ato vije mua,0
ore shif se kan pas ty ata dyja se dhi dynjaja ashtu haha,1
po c duhet moj tyte mbeti hatri ty,0
kusho kusho mu ke bo rrusho,0
aman ja nxire targen,0
po ne ditës apo natës dole moj budalle kushëririn pastaj na delni emisjoni gjumëna la shtatzene kyna la ai cprite dalin ne ate oreapo femra ndershmee kune tirane,1
ik re vari kse mutin po jau publikove targen cfar pastaj,1
hahaha ato kan tallur bythen kusheririn tat thot ngacmonin,1
hahahhahahhahah shyqyr qe une se nami zi o xheloz keq iku truni qe ste ngacmuan,0
pas frik ec ne rrug se del nai goc zot na ruj po mir m kushos tat lejohet qe ngacmoje apo mgacmojn duhet kishe than ik jo qash se se ke burr pst bere zheloze ik se le nam,0
hajt ma ju bani kene vjeça,0
une them tu nxjerresh targen,0
prap mir ce se kan perdhunuar kushon kush edi ca do ndodhur sot,0
ikkkkk meee,0
o paske ik per pidhropshmeri o teta,1
ikkkkk meee,0
sa femra ulta,0
obobooooooo,0
cfar kai cenke ateher bie qe jesh,1
sdo naten jasht ato pas mendje keqe per bo she esht orari ateher gjithesi mend per her tjeter shko heret shpi nata eshte keqe egresira,0
ku vij tkerku ndjese zmra shkruj prap ver adresen,0
ndodh mua,0
kushon ne nates tlumt,0
dergoja targen makines ministrise se mbrojtjes bataljoni yne ne afganistan shume nevoje per vajza vullnetare keto,0
shyqyr qe ju paskan pordhunuar,0
ke hall se qn kushon apo cfare,1
po kaloj her un anej meqe qeka puna kshu thuj tme presin,0
ndryshimi emancipimit do ndodh kur goca shofin nje cun thot njera shef at cunin pas un do nxjerr ty njeher,0
ahaaaaa raft pik bere xheloze per kusheririn ik moj debile,1
ty duket tka met merak ke takuar prandaj don njoft ktu ngaqe thu kerkojn falje,0
ne shum komente fjala bere xheloze per kusheririn kur ajo po qarteson shum bukur fjalen jo goc nk pysin gruaja po kush do qofsh thjeshte ne kte kohe cfare nk po na shikojn syt,0
femra injorante,1
per her tpar qe paske ja ke fut kot,0
tkishe nejt shpi skishe kshtu skemash,0
o konviktore ke frena dore gjasme kushua,1
kishe dal na makina kishe sqaruar,0
moj njeh mir ate kushuririn tend apo,0
po normale se femrat shiptare jan kçk po vet nje gje ben shum habi ne shipri ku igjejn makinat femrat shiptare ku igjejn leket qe mbajn makina se femrat ne shipri punojn fare po kamundesi qe femrat shiptare ishikon ter diten ne per lokale naten ne per klabe diskoteta ky fenomen ndodh vetem ne shipri qe femrat shiptare punojn bejn jet luksi po keshtu esht kur djem legena djem zorraxhij qe punojn ne kurbet mbajn ktolloj baxhella lek makina bukura kurse per prindrit tyre duan tjadin fare turp per meshkuj shiptar,1
ju njeri posht ures moj ju bertit,0
pertoje qe ke ke shkrujt gjith kte budallik,0
sot esht bo modes shum ngacmojn femrat kur ke ne kra nje femer tjeter se sa kur vetem,0
hajde shqetesim hajdepo kuvat kane nuhatur direkt qe ske lidhje ate cuninnuk ke memdon situata hipotetike sikur kishe dashur ua pub targate cfar,1
sna ra ne naj kshu bre ahhahahahah,0
po cdeshe ne nates kushon apo atehere dilet kushot mbas ores,0
kusheririsme dalin llogorite gjeloze per kusheririn ne ore vone po kusheririnkusheri gjithe po prz spo dalin vllainsot mileti eee moter ske se thuash dashuri se do njash qik keq,0
hall paske,0
ok boomer,0
ky eshte problem qe vetem ty kusheririn mund futi ne sherr njeri tjeter jo eshte sigurt,0
per mendimin tim denencoj thuaj qe deshen perdhenoni kusherini n mes rrugespo bere xheloze qe gacmuan kusherini,0
në fakt burrin tim gjithmonë ngacmojnë kur është në shoqerine time është bere ky brez kështu se kuptoj,0
m ncmoment ra burrnia ty,0
o rob t trash thekson mir qe kushon po tndodhte tdshs shof kund ktu se tjet ber xheloze x kushonvecka trg nje tvertet qe ndodh shpesh ndit tsotme degradim tfemres,1
tani tjesh quni mir ja kishe publiku targen emrat se femra ashtu duan,0
hajd debile hajde shko meru ndonje pun fol budalliqe ato jan tall ty moj budallaqe tkan ashtu shemtut besoj se ska mundesi,1
dalesh nates kushon ty tkm apo po shikonit yjet do kesh qen shemtut ska mundsidhe kan then hajt tallim pak po ik mj gjith shqetsimin tendte pakten shkr ketu tallen gjith ste mjaftuan ato dyja,1
ju hangert mortja ishalla ku ju vajt halli,1
bravo njish ke fitu televizor ngjyra per historian qe tregove,0
se di por esht ber shm katastrof cdo gje ne shqiperi ste behet tjetosh,0
kushoj thot shyqyr doli na nji fusim tegel del ja dhjet filmin,1
duket se paska qejfi kushëririn,0
duket se kushuriri pam bam,1
merre pak sportivitet maj vajzenuk fundi botes,0
bana vjet ruugave makina sdol goc mem ngacmu ndersa ty pasken ngacmu ne kemb po ik pz,0
dhimbeset kushos ty,0
emrin ai kushurini jot ylli limani,0
ca burr gru se asgje skuptova,0
pun po profesionist,0
vallahi mushet menja kushuri po hajt ma,0
mjer kusho cka heq,0
ja fute kot po dashurin ke qen po sja kan ber kot shenj ato se besoj dashuri jot duhet njohi shum mir,0
ba gjeloze,0
hahhaha mer ato o vella jan harabelat nates per kete kan dal,0
ska ligje aty per kete krim fatal,0
nxirri targen,0
po pjerdhin ato kerkojn ndjese ty,1
paska fate se le,0
hidhu kati shkruaj ne leternuk jetohet ktu,1
sa jan shtu baxhellat,1
qenke ber xheloze per kusheririn se ska mundesi,0
na trego targen se trembin,0
tan bythqima bon turp,1
paska qene gay kusheriri se ska mundesi,0
ska pas dite qe ke dal n t nates kushuririn so deep girl,0
hajdeee muhabet hajdenuk thua shyqyr ste paskan hapur krahun merrnin fare shkoje ne shtepi ne kembe,0
po moj shoqe ke drrejt por ato kan drrejtat tyre vardisen kujt duan qoft ky beqar apo martuarnuk mund kerkojn falje se kan ber krim jetojn ne tiran jo ne epoken lek dukagjinitdikush mendon ty dikush mendon ato looj lloj memdjeshthuaj qen burri im kishim fol ndrryshe se lloj rrace mer vesh po smund detyrojm dike mendoj apo veproj duam ne apo neketo ndodhin kudo ne botty duhet behet qefi per kushon,0
ca besh aman,0
thjesht no koment,0
prisje ngacmonin ty bere xheloze,0
po nqs ju japin lek ne vend faljes behet gje,0
xheloze madhe qenke,0
normale do mernin makinen ato çleke kusheriri tend rezistoj plot tjere japin,0
kusheriri ca bente,0
hahaha hahah hahah keda shife lexoje pak,0
ma shpjego pak dole kusheririn ne nates per ndonje pune apo per qef ik fuck you mire qe paske shpetu perdhunu,1
pffff na hape barkun kto mashtrime,0
do ken pas makin qera,0
thu shyqyr qe kerkojn kushon pastaj dallohet nje cift ne rrug,0
po femra legene moj ne vendin tend ja ja shqsh,1
m tallesh,0
qa fat leshi paska pas kusheriri qe paska dal ty atij shkretit esht bo dru ku femrat tu ngacmu ma shum hall pas kursheriri se,0
merak bejne asgje paguar,0
kerkoj ndjes ty jo kushon,0
pase kushon gej,1
po ku di qe ato jan duke pare kete status dyta cbeje ne nates jashte di totame kete,0
mbase njohin kushon se di po duhet jesh shume femer ulet ngacmosh meshkuj nje kokshkrete ose kusho ps makina mire se ai kujt ja moren benzin xhiro kane thene fitojme ca fitojme kane pasion punen mbase se nje femer stil rri ngacmon meshkuj rruges jojojojooooo kut nje femer ne krah,1
nje gje spo kuptoj cne xhiro nates anes lanes,0
kusho siguri kur lexu ket postin tu ra murit kok donte shkreti lagte cik biskoten se le rehat,0
kush do pune puntore,0
hahahahahahha kta jane cunat q duam,0
qeka kushua jot ai,0
jesus christ,0
un them atyre gocave kalojn njeher ketej librazhdi,0
ke kushuri apo dashnor behesh xheloze per kushuririn sikur kishe burre ato do mernin peng po deshte ai shkonte prandaj mire kishe futur nje ferkuar se sa ke shkruar nje koment rot gariii femer,1
duhet tjesh krenare per kusheririn qe kene ngacmuar,0
hahahhahahahhaha lot kerkoj falje thot,0
sa bukur qe the,0
eh ce ke gjet ku va nin atyre se jan mesu han turpen buk kshuqe qenke xheloze se tmarin kushon pikaaa sa lidhje qe fliske,0
pak fjal duket normale qe thua kusheriri per ate pun esht singel ca mutin ke tani,1
mas ores lejohet qen fil pull tkuqe,0
po ja publikove targen mak ato do skuqen na turpicope mishi,0
kshtu eshte kur fshati zbret ne tirane,0
pak fjal qenke bo xheloze per kusheririn oj toruke po jepja kusheririt shikojn tjerat pra,1
hahhaah ato tipete ruges qe beijen veprime dukete sikur ca beijn po ms pyt per t publiku targen po beijen qe zen mende ms beijn lavire se le sa cifte do jn ndar per shkak ketyre turp ken,1
po leje kushon tq nai gjo se more nqaf,1
bere xheloze se ngacmoh asnje makine ty,0
bukur ne shiperi akoma durim,0
seriozisht rene ne kte grade,0
mire kishe shkruajtur fare sikur ra hengren kushon ty,0
sa femra ulta dua mendoj besoj qe femra,1
mire qe zune zor moj korbe se kshu po behen femrat sot ëhë,0
na bien ne keto raste aman,0
targa,0
ne qofte se njerzit flasin por ato njef don shkoll nji fjal urte thote leroi rrug budallait mendo se eshte idjotsi ana jote pastaj,1
oiiii,0
po qen ora lejohet se qen film pull kuqepo merzittkena shnetin thuj,0
po kur shkoni ne nk tregoni ke joq sa tmadh bo na shpif karlliqe kot mkot,1
po pra prit t kerkoj falje,0
po cduhet ty ndoshta njohin kudhon diku sdini ca xhpikni mduket,0
per kete futesh ne sherr eshte sigurt,0
kane ndryshu rolet tashi moj vajz jan bo femnat bo,1
thon hec nkom jo vec range,0
leje mo kushon tu thafte gojase sdo hash po ato,1
nder do ju besh ben famshme m qen burri moren gruan,0
mbaje fort kushon se do ja hajn gocat pensionin,0
kishe burr apo dashur o goce ik ai qe don femra bo shenja po duhet thuash faleminderit gocave se paska dal fati po ai kusho jot paska qen qulls,1
kujt plasi per hallin tend idiot moj shoqe tjeret skan buk hane skan shtepi ku fusin koken ben derr derr por duket paske pas kusheri qe fut her pas here se qenke nxeh shum,1
aman postoju targen se mezi po presim zonen ku ngacmuan sakt lutem,0
po cdesheh naten nata esht huaja dita esht jonapo lloj lloj njerzish drogur ca spret prandaj mir ri ne shpi qet o goc r dashur,0
shi ben sta varen ty do nxjerr ktu ishalla ste bejn naj propozim ktu,0
ca do thuash se ke kushuri bukur vetem histori ufo s treguar deri tani tek joq,0
nai dit do marin gocat kushon zor,0
sa fat kurve kan robt ee,1
hahahahahahahahahahaha uuuu sa her ndodh kshu po nese kushoja provokuar,0
moj keqkuptuar se mund kene ngacmuar ty,0
injoranca arrin ne max siguri do jet bjonde,1
shum edukuara larg shoqerine keqe,0
ishalla qen audi,0
paske kushrenin krahu gardhit o rrushi aa,1
emrat ku sta jap ate nat qka po don ma shum,0
jan agjente infiltruara,0
ne tani do rrim t shohim tgjitha targat makinave pasi tna tregosh targen se skemi pune tjt,0
jeta kto ms merzit,0
kurvelliku arritur ne permasa parashikueshme ne nje shkall ball pritet rritet ne ditet ne vazhdim,1
bere xheloz per kusheririn tani,0
mblidhni beni sallam,0
po vdesin njerez spo do ja dit njeri vlla eshte krejt normale ncdo qytet ne shqiperi,0
po mire ne rruge se sa hame dijeni,0
po meqe ik kryetari ntiran kena vu kta qent rujt rreshenin se kryetari spo rrun per veten vet do rruje per rreshenin,0
mund sillni ne tirane ne n sallameri se vetem ata kane ngelur konsumuar njerzit shkrete,0
marin ikin djegin ne sharre,0
po ne elb sjellin qen tr moj po nk ankohet njeri ca mutin ke thjesht ms ngacmo se ste bejn gje,1
kerkojn pun,0
qente shkrete lene rehat,0
maybe promote people to study veterinary medicine then give these dogs the proper care neutering them people in albania need to start caring about dogs,0
kapni dergoni kto per sallam se kan munges mishi kompanit,0
lejn shtohense dun per sallam,0
shyqyr qe kan mbetur kta se njerez ska,0
ne tiran qen sa dushdhe ato shpirt kan ne qoftese ke fjalen marri masa thuj tu gjej nje strehim ushqejn siq bojn gjith bota se gjynah,0
bodigard na rruajn rruget,0
ose jaq shum qen ne ate zone se esht hera pare qe degjoj,0
katunaret rreshenit jan tmerr,1
kapi nje nje coji shiti per sallam tek kasapi meqe doli nami zi,0
ca do tbojn qent bejn mish x sufllaqe,0
korbi big dogu,0
qeni aty qe paraziton tere diten rri shikon ankohesh sikur po hane buken,1
ca boj kryetari atyne vlla ato hajne kryetarin,0
gjynah jane qenteduan hane,0
po ca halli kafshet shkreta lereni aty ku jan se ju bejn gje po patet mundesi jepuni nje cop buk lereni qet,0
ca mase do mari bashkia ky shtet na leshu,0
mo shum qen se sa njerz,0
nk jan qen jan deputetët kuvendit kan mbledhje sot në rrëshen,0
mjaftoin qente don maca prej bashkis,0
hajde rresheni,0
keta qe thon anonim kan frik se heqin punao njerez po deshi kryeministri ju gjen menjeher se kush ju anonimat,0
vallain them drejten duke par njerzit se po behen keq se kafshet ne ditet sotme ather rritet shum dashuria per to,0
ukd mer rrugen per londer,0
do presin ujin ty plak qe thu anonim apo pelqe kur tvje fatura mije qe largimi ujrave shkon sa gjysma fatures vazhdoni anonim se mut do zgjidhni,1
ai tipi qe nxjerr koken kakzoz,1
kur thua anonim lutem ma kput shpirtin,0
futi ne by by by by bye bye bye,0
po hai keto co dem gjynaf shkretat,0
ke henger ato po ben sa per foton,0
ke henger ato po ben sa per foton,0
o more han gjith pjate bej delikat,0
ja gjith duke thene haji se ste gje gjo prandaj eshte bere shqiperia import mbetjesh,0
qeni im hantemacoku jo jo,0
ke ngren fill mbas fotos kshu qe kot alarmon qenet,0
kesaj radhe haj se sdo vdesesh,0
sikur here pare,0
zanshin frymen ishalla po pelqeu kpute qafen ik,1
haj se vec shendet ke po h,0
kena jete qe hajm pislliqe su bo nomi ne here,0
haj se gje gjo ty merak,0
mut qe t hash haj ato ngren der tani s vdekse gjen gj shqiptarin,1
futi nbyth,1
ca na gjet vjet qe ham helm helmi helm sheroet,0
ke qese ste bojn dom,0
po haj o vlla sikur ke per her t par,0
qeni ha mishin vet,0
haji o jol degjo shqiptar sna gje gjo,0
qeni im ha,0
eshte mesuar stomaku merak mundesisht po jen mish mire do na beshin dem,0
po qe se do ik per l bubi haj vdis avash avash qe vuash se po vdesesh menjeher ku gjen,1
po hai mbase vdes,0
po do keqen qenit jepja,0
po do keqen qenit jepja,0
ha babush ha,0
haj se ato ke porosit o magjar,0
ca kane keqe,0
po deri die cfare ke ngren mo apo hipen pordhet sote,1
shume budalla,1
haj befshin miremos ki shume pretendime,0
njerz qe kan ca hajn kurse ju boni numra njerz qe njohin cfr jan ato apo ken ngren naj her,0
un do haja,0
perderisa ske vdek deri tn nk gjen gje,0
ore haj se ste gjen gje po he be kot tani,0
ato qenin bejn per spital ushtarak,0
luli im ha ato,0
aman mjaft se na veshtiret cdo gje ca ham se mishi hormone pulat keq nenproduktet tyre kazan plerash cfare do rritet brezi ri,0
haji befshin mire sepse deri sot ike ngrene ditur gje sot haji dikur sdi gje,0
edhesh tivet porosite,0
honger,0
sic thot madhi ard daullxhiu futi nmeeeeth,1
futi ne b,1
provoi iher,0
jep mu,0
han qeni ma beso,0
po ngordhesh qenin jepja ati qe solli,0
do ngordh qenin,0
fajet ardit gjebrea bon rreklama,0
po haj kte her mendohu per heren tjt,0
haj vet re mortje bej kot,1
shum sigurt qe ske ber asnjeren,0
haj vet o barbon tja hedhesh qenit wen vet qe harrin ben kto veprime besoj qeni inat ty,1
haje vet budall,1
futi myth,1
haj mor se ke stomak shqipetari hahaha,0
hash them une se ke pagu leket se asigjo ste bejne,0
qitja qenit ban ma sevapse mish gomari ke aty ne pijate,0
jepja qenit rrisk,0
jepja w,0
jepja qenit,0
ftnpts,1
haji se mish gomari ke,0
problemi eshte cfare tjeter perzihet mishin,0
cka kekerkuar koqe demi,1
engre deri dje haje sot amon,0
provoji njeher pastaj shih bej,0
se ha dreqi mallin jooo po ha shnet tu bafshin,0
celi im po pikon yndyra,0
ca keqe o vlla,0
deri dje hanim,0
jepja qenit vltshofi ai her mish sy,0
gjynof qeni vlla,0
haj re,0
kur tka gjet gjo deri sot hash,0
m fal per shprehjen,0
futi nbyth,1
po gjith kto qe po han kujdes se po bllokoheshpo haj co dem kte rradhe haj se ke perfshira gjitha,0
hidhi porosit ma gjerat mish,0
haj mer plak se ha qeni veten haj se jan tmira,0
kot tani haj aty ke henger per her se shqiptarin se gjen gje jo mesu kta gjera bej naze ose dilni ne protest jo ktu internet anku,0
po cfaj qeni,0
duhet hash ato tani se ske rruge tjeter por harro tju heqesh perzervativethahaha,0
beja paket vjeres,0
haji vet m sna gjen gje ne shqiptarve,0
anko kot se paske mirqenien lart deri sa po konsumon ne lokal njerez qe shohin sy gatuajne ne shtepi,0
kur ke henger gjith kto vite haji kete her se ste gjen gje,0
haji he burr se ste gjen gja jena popull fort na,0
pesove tani meso mesimi vjen shpetimi,0
co dom coja mamit,0
sill mu,0
haji sot mbylle ket kapituull,0
po kush porosit salcice ne lokal sot,0
tbofshin mir,0
haj sikur ke ngren perher,0
ne plera se do helmosh qenin gjyna,0
hahaahhaah mundesisht ndonje gomari beft mire,0
vej ne vazo per zbukurim pika zez,0
po qeni qa faji tka mer o haji vet o hedhi po qenit,0
jane neveritur sa ska sa kem jete fus ne goje produktet mishit perpunuar,0
para se nxjerr kto joq se dije se bohen o thangt dreqi se ato ste gjen gjo,1
kal ngordhur,0
po haji mikinezet han minj gjen gje,0
ha qeni,0
jepja tahipit,0
do mbysesh qenin po hidhi ne kosh,0
hidhi se po qenit t ngordh,0
per mendimin tim jepi qenit sallatan poshte se faj ai cfar ne prodhojme ndersa ty befte mire ajo porosia merak se na gjen gje ne se vite qe hame ushqime ne qoft se dhemb pak barku merak helmuar thjesht ke ngren shum,0
salcice han ne restorant bosi aq qef sa paske,0
po kete cilesine fundit shkove porosite pakten kishe mar tymosura ndieje shume,0
paske pergatit gati fut nstomak gjithe qese ne insta hidhja kujt tdush po ty tbafshin mire shqipe,0
ske pas ca ba gja tjeter pervec se postimet joq,0
welcome to albania,0
po hiqi plasmasin pasaj haj se ca besh tn shqiptar dihet esht normale ne nje gje till,0
po car faji qeni beja dhurate ketyre aku qeverise qenve,1
kshu eshte kur ha tek menxat qslale befte mire,0
haji gjithë mbështjellësen plasmasit se qënkan skuqur për lëpirë gishtat,0
futi nbyth,1
jepja qenit por ai sdo haje do haje shoket vet ai,0
qeni ha merak,0
o shok asht tipi gatimitmos hup shija,0
hidhi,0
haji mo haji se vdes,0
ke ngron kto pastaj ke nxjerr ket postin,0
po haji vet se qeni nk ha mish qeni,0
qenit,0
tkeqen salcices,0
futi ne,1
paguai njiher,0
haj ket her po he,0
hash bejn mir,0
qenin se gjen gje po haj,0
haj mer vlla se skan asigjo,0
haj qet se behet fjale per sallamim jo per salcice,0
zoti rujt ishalla o daku po mah ok se osht hera pare qe han,0
po haj befshin mir sa behet mikrobi tek ne shqiptaret ardh koha vdek ste gjeti gje deri dje kshu ke ngren,0
leji per neser po qe,0
jo se do ngordhi qeni,0
katandis gomari salcice,0
kto ja hedhi maces ha,0
qr sa tmira duken,1
qenit,0
hiqja qesen mo,0
nje nje qeni der sa mbarojne,0
hahahaahahahah haj se eshte mesu trupi mish ngorllur,0
do hash se ske ca ben,0
njerz skam hor ky talle leshte ca boje hulle,1
stomaku esht made in albania kshuqe haji se ke motorrin fort v,0
haje po para hiqi zorren hahaaaate keqen katunit bio bio,0
ban marrina se po denoncon qeni per keq trajtim,0
meri vete haj ne dark,0
provoje qenin po sbesoj se han sepse qeni nuhatje t fort,0
jepja qenit qe ke nonë,0
futi ne bth pabuks,1
ato qenit mund bejn keq,0
po haji mo plako befshin mir se gjen gje shqiptarin,0
ke dhen opsjone gabuara mendohu gjat ne,0
fol mabasi ke ngren ke fut ca birra,0
po shif mo gjej naj vend futi,0
kshu vdiq njoni tu honger salcice otte apo jo,0
qenin kap ndonji semundje mire hedhi n plehra,0
hmmmm sa kot ke ngren po hee,0
haji befshin mire se eshte hera pare qe ha,0
bi rrufeja ne hale haj merak,1
o bej naze po kollofiti shpejt,0
helmohettt qeniiii heeee hidhi ne plehra mire,0
jepja vjehrres se bejn gje,0
futja barkut se keq,0
sot haji ske ca por dit tjt ulu lexo gjith postimet joq pst porosit hongër,0
haj haj se jan pjek,0
pyetja idiote qe lexuarnqs ke qen per cfare arsye do hedhesh ne plehra,0
po doje qenin kaq shume ja kishe porosit racionin baraz tendintani haje vete se rrisku jot eshte,0
po jepja qenit sevap do besh ne msu gjera skadume,0
o shqipe keto jane koncentrat miell fare mish ne keto salçiçet,0
