Video ID,Author,Comment,Label
9ivr3YoZmCo,@gianni8401,bardhi sulmon gjithë noka berishën shkëzenin për korupsion thoni llafe,0
9ivr3YoZmCo,@agimziu6926,bravo curri respekt,0
CMPqrA5suRo,@mimozasulaj4700,avokat arritshem bravo respekt per juruaju keta se ke vendin akoma lart,0
FtBcuwX8j_0,@lizatozaj8621,per estrad mashtrusi kusar,1
DO6VjP2rIu8,@shqiponjashqiponja961,ky takon botes tjeter vjeter perket tani rilindjes,0
HxuCXIgilFc,@bernartshkoza-xh9ks,kapeni qijani ropte ketij bythqiri ketij greku moterqiri rrespekte artan hoxha danoc rruj karin per asi gjo se ska bythe t preki njeri se ja qijm gocat grat ketyre tradhtarve,1
SDxqL7L2Ivo,@malialla335,fatjona gazetare zonja,0
-cxDsZlfQQo,@Bega1949,z dumani eshte kompetent lereni qete bej pastrimin gjitheve mizat qe kane pushtetin akoma ne shqiperi,0
g1fdVs3uJnA,@dritandidi,taku torrollaku spiun burgjesh,1
zPRIW50IYGU,@llilazekthi2428,edi esht boss,0
y-5Vl61eZmY,@lilianasaliasi6734,paska bere plaka botoks,1
2MYQBaog-d4,@shqipealbania2904,oj zonj ndigjoe mir profesori mandej do kuptojsh se kush qen nderuari enver hoxha kisht qen enver hoxha ne sot dot kishim shtet respekt per profesorinju prshendesim ilirida,0
sBuYrv_W1hM,@tomorrhoxha6256,ky thotë doni për belulindi gjithl gjuhët botës,0
JD-tAYIpgaA,@mimozaplaku97,avokat mashtrus sa genjenqe ne fytyr duket,1
SDxqL7L2Ivo,@7shaljanet695,jo veq himara por greqija komplet,0
HxuCXIgilFc,@sejdiatoni6993,rrespekt per artaninin shteti shqiptar osht shitur tatal,0
l2TYc4sf9dw,@historicofcars7958,prekur qenka deri në palcë,0
NE__Imj_Sv0,@Fatmir-sx1lz,o serb,1
xzIKCYl4z38,@gjonstan6499,ajo zonja qe thote se spak po heton shume pushtetaret se opoziten eshte fare thjesht pergjigja se ata jane ne poushtet ata bejne korrupsionin ata kane fondet ata kane veshur pushtet njerez inkriminuar opozites lpine noj kock qe hjedhin pushtetaret,0
zPRIW50IYGU,@dodonaharito3043,alban madh binjak stathit artistit grek orgjinal,0
HxuCXIgilFc,@anaa3546,ore po kujdes se keta heqin koken,1
R2K4IQGpiGM,@antonpikadilli8771,popull tirone prandaj tall k sali ilir meta,1
d8eRvVLfsnI,@ervisademi3889,njish o shok respekte mir ja ben ktyre gjak pirsave,0
JD-tAYIpgaA,@lirivata1620,uaa sa jeq mire zoti beqiri humba gjith respektin qe pasur po shqiptaret behen njeres harrojn mbrojn njerzit afert,0
HxuCXIgilFc,@Kreshnik5113,eshte debat nerva respect per artanin bravo,1
CMPqrA5suRo,@liljanatukuri190,zoti ruajt avokat jane pake persona ju per fate keq,0
f6EPrj5Jjns,@user-nx3hu9rq8p,spahiu sikur mbeten ne shqiperi vetem berisha meta pra dy vete do kete ambasade amerikane angleze gjermone russe kineze ame rika,0
y-5Vl61eZmY,@user-fo7ry9kt2z,bravo avokat mallakastrioti ec përpara o trim,0
JD-tAYIpgaA,@user-ey7rt4vp1i,po ku di mayan jetonsa genjen turp avokat felliqur,1
DO6VjP2rIu8,@suzanakola4896,ha ha ha po mblidhe lakucfar ke qe merret fryma perse zverdhur kur flet perate qe vdekur ke marre ilacet naltmadhnia juaj edqir ramavic bythshpumi vrima miut grosho fevziperse ban pyetjen mother fucker perse fillove flasesh kunder amerikes ne takimin universitetit bujqesor ate michiganit usa per studentetafganas kur thoshte karakurves mongoloide juri kimetja amerika jep vetem keshilla aty eshte zonja por kur vjen puna per ndihma ne para jep asgjeper keto pyete rame bythshpuminsi punet amerikurvatapo ja kane pregatithellin ne bythe pergjigje na duhet,1
c7b74Ex-kCA,@ItsMeAlbi,perse beni program ndaj sali berishes lilit djalit vajzes se tyre apo beni dokumentare vetem nesne ju djeg ju atehere ju perqendroheni ne dike tjeter vjen keq qe djersa dritan hoxhes shkuar ne duart tuaja per nje shume parash qe neser do jete vlefshme per nje kasolle nen ure turp media,0
FtBcuwX8j_0,@cunimaek3183,ylli o njeri bezdis leri njerzit flasinje shume mire por can bythen kur nderpret,1
HxuCXIgilFc,@intertonyblue,tani dicka qe vene re flet gjithmone kur kriminelet kane ngrene çahiren ose vriten ose hane burgun perpjete ne keto raste bertet per flamurin duk patriot eshte gje mire ne thelb por ishte idealist kundra gjitheve do hequr qafe kohe tani cuditerisht di gjithcka sepse besoj lidhje mer info kudo dua hedh poshte keto qe thote ketu jane sakta greku ska ce gjen gje,0
2MYQBaog-d4,@dashamirkurti2954,rrespekt gjeneral,0
SDxqL7L2Ivo,@agimskura8247,bravo z oti krymister,0
8e1U-sfyaXs,@lezhalezha3472,gazetari shum zgjuarnuk material bukur se kete rrugtim bertinti ardhmja vendit,0
9ivr3YoZmCo,@aureliogj7966,kto duan vijn ne pushtet qe ran ne grackat dy gazetarve pakten ne nje emision zoti na ruaj,0
l2TYc4sf9dw,@gjystinalekaj.8704,njerezit puntor jo gjithe politikanet lejne t punojne politikanet tane jane n shpirt zeze,0
8e1U-sfyaXs,@user-kq9si8ps4ytoni,gjyna ky burrë bravo djaliy gazetar,0
PUyqWp5V3sE,@afrimaliu9727,o grek o pidh motre qifsha rropt moter qir,1
gG62Vu4qwsk,@Quku1997,ca esht ai injorant tipik grek ju qifsha gjakun lepiheni për cop pasaport ju qr rracen,1
PUyqWp5V3sE,@user-vi3yl4de8d,po keta jan cemer mo,0
y-5Vl61eZmY,@Tufa-vl4bc,aman mor beqir se po ze gjumi per salen ilirin por merru ujqerit se eshte bere nami keto vjetet fundit,0
WDk0jy-CiLs,@janisreselis2156,ngjela brravo tani po bene punen qe takon se ne bllok urrite neper koqet enverit mehmet rradhe por psikopat ata futen ne burg per spiunuar burgosurit politik qene eshte puna jote tani bravo tani nxorre se cfare ju,0
l2TYc4sf9dw,@esmaasllani4919,zot fal lugat ber zoti berishen dalt shpirti per gazem,1
zPRIW50IYGU,@masskillmasivkill8103,basha basha rrofte edi rama,0
st4nul77_Oc,@leonardsulaj924,po shajne sufllaqet rilindjes se po vjen fundi kur humbi prtia tyre do hane tek koshat plehrave,1
CMPqrA5suRo,@blackeagle7947,skape bubi kaçurrel,1
zPRIW50IYGU,@nimetbeqo2270,kur pashë ty fillova mendoj se në shqipëri ditë do ketëdemokracitë përshëndes paktën artistë bëjnë art gëzohem sa ketë art frymëmarjeka jetëfaleminderit albano faleminderit,0
l2TYc4sf9dw,@dhuratadoda4619,o pleher ke tradhetuar femijet tu jo spo trdheton salen apo ate idiotin tjeter sapo ty prishet interesi,1
st4nul77_Oc,@bashkimneziri834,frikshme për popullin shqiptar se deri ku është katandisur shteti siguria,0
c7b74Ex-kCA,@tomitiku4229,ciao chiamo petro,0
HrDU5SxepBA,@BislimSadrija-fx9ux,ja opzita duhte ragoije ne parlamte kte skandal apo gjithe jan shiture,0
CMPqrA5suRo,@linditamacuku9212,nje dhome dollare qe dihet por sa dhoma tjera jane qe dihen thone nje fjale pas nje miu qe shikon jane tre minj qe shikon ja ashtu,0
gG62Vu4qwsk,@limankutelaj6969,fusni nje dru ne bythe nisni andej ardh kete pleren grekut qifsha rracen ty belerit o di mberurine,1
d8eRvVLfsnI,@Shqipetar867,vien per qesh keti se ska paguar taksa ky langaraqi,1
jOI5vUWJbPk,@brunildabushi3907,t lumt avokat respekt sikur t t tjeret,0
SDxqL7L2Ivo,@nikoniko1072,behet qarte dokumenta publikohen dihet gjithe qe mbeshtetemi mbi dokumenta zyrtare jo dhena analistesh qe per mendimin tim jane shkolle fillore akoma,0
nVeCIbiouUk,@envin7118,himara eshte tok private o hajdut vendosi vet se ça jan,1
l2TYc4sf9dw,@beripepo,ja tani delet bravo gjergj luca krejt hajdutet qe ndertuan bisneset zhvatje puna ktij vl jane pare dele zeze ne qeverin demokratike tani hypni gomones idhullin tuaj komunist ramon moret nqafe kte vend ju qr,1
CMPqrA5suRo,@theslayer2899,zoti avokat po perse dumani hap dosje per veliaj ramen perse flet vetem per meten ju duhet flisni per gjith politikanet koruptuar,0
y-5Vl61eZmY,@Albaniaalbania1987,hahaha bucia hajdute,1
J5Cg86mX9kc,@kaninambreteri,manjani qi ropt shpis legen tradhetare idiotti di shume o lepires monikes ilirit qe ne shqiperi perdoret cdo lloji injoranti shpreje felliqur per cdo lloji krahine,1
HxuCXIgilFc,@bashkimbeqaraj2195,artan hoxha shumë drejtë ai zvëndsi gabim,0
CMPqrA5suRo,@boral4794,respekte avokat nderuar,0
R2K4IQGpiGM,@molizero722,o gridare ku kane vajt gjokset apo jane varrur mire lidhi gongel,0
zPRIW50IYGU,@badvideo4265,hahaha spektakel ke ber albano bravo,0
XmB6OyA7iQU,@saimirgjoni669,njohe kete zoterine takuar ne michigan njeri mire punetore nderuar rrespektuar gjithe komuniteti jone uroj suksese pleqeri mbare,0
PUyqWp5V3sE,@mirandamita1903,hoxha nxireni jashte ate injojat ai eshte budalla fi pyere di flase degjon gjithe shqiperia merxitemi tju degjojme keta njeres meta psikollogjike,1
DO6VjP2rIu8,@IS-ke3ck,blendi edukatje nje maskara nje mizerije turoe kesh kush qe flete ate gjuhemaskaraaaaaaa idijot gazetare,1
zPRIW50IYGU,@mehmetbylbyli8999,bo kallarja,1
-cxDsZlfQQo,@user-bu8nz8ux5g,shfaqenu nie face bejm koment per ket komunist,1
J5Cg86mX9kc,@Iselfff,ylli manjaku,1
c7b74Ex-kCA,@alisinaj8130,meta rama berisha duhen var ne mes tiranes o popull,1
j7gBiTH3DIg,@Fatmir-sx1lz,ik o bnasdta,1
2MYQBaog-d4,@meritapavliqoti608,bravo ki kujdes se ke shenjat mira,0
J5Cg86mX9kc,@pharmapharma9969,ik o manjan se le nam na ben snobist kot mentalitet qe mendon se ben qeveria para pastaj individi nderkohe aty ne himare ajo partia mavit eshte parti vogel eshte fare ne qeveri shih çpo bejne qeverine thjeshte qeveria ndihmon mari votat ekstremi agimi arte etj,1
9ivr3YoZmCo,@adriancecollari3373,klasa vjeter politikekalbesiranuk duan rene,0
l2TYc4sf9dw,@user-lt9jx6mf5v,gjergj ke thën vërtet,0
8e1U-sfyaXs,@suzanefarizi1506,sa mencur ki gazetari o zot diamant valla po hallall nena qe ber mashaallah,0
DO6VjP2rIu8,@nebideda3457,o fundrrin rama llumii gjiitha koharve pas shqiperi kombi shqiptar mor qenf o nevitore krimit,1
CMPqrA5suRo,@user-ff3dg2bh6o,pak fjal ilir meta ska ftyresht sterr zi bashk monen shtrigae keqja do ndjek ter jeten o o fshatar skrapali,0
yhNUAnnIcMo,@user-rc3yv9cy2d,çfare idjoti kytama personazhi dostojefskitnga kush udhehequr ne popull llumi shoqëris,0
c7b74Ex-kCA,@ferideferi5046,eh mor dritan se djal flori ke kishe beje na çoroditet çfar bere ketij populli mesoj rinin pun merrnin rroga punuar se duheshin per vota,0
y-5Vl61eZmY,@ArdBarci,ba plaka zgjuar kakaris paska hik zani,1
SDxqL7L2Ivo,@adventure8497,mjafton nje folur bukur ne publiknje showman vertet kaq mjafton mashtrohet ky popull dele,1
8e1U-sfyaXs,@Unedhetibejmdy,po kta njëlloj sikurse qeni dit hëngri pas ditëve hëngri,1
zPRIW50IYGU,@gatiqameti3478,qyqa sa tarallak qenka ky mrame,1
zPRIW50IYGU,@besbau3803,ju lumte zoti rama esht nje knaqsi madhe qe kryeministrin coolje yll zoti kryeminister,0
SDxqL7L2Ivo,@envergrainca2968,palle or palloo po sje shqiptare mjerimi madh esht se ende votojne,0
HxuCXIgilFc,@hankesuci7834,bravo hoxha,0
J5Cg86mX9kc,@lelegrecak4992,mundesi qe televisionet tona marin kte grek ordinerbravo idrizi,0
yhNUAnnIcMo,@user-yc2br2ln2r,spaku torollaku fillu humor ba ky hajni,1
CMPqrA5suRo,@drivingthebeast9101,mor ilir meta shkerdhefsha familjen gru fmij ca vjen mbrapa,1
JD-tAYIpgaA,@highsociety5,burri majës duket zotëri burrë shkolluar mund flasim gjykojmë tepër çduhet për diçka na përket ne ligj ligji tu japi zgjidhje,1
l2TYc4sf9dw,@miraetiquette2331,rakipi pusho,0
HxuCXIgilFc,@funnymomentsvideo8494,ky tan hoxha ësht klysh kurve,1
HxuCXIgilFc,@DorisDoris-it1ke,lere tw flaso syzewww,0
YSoc5kR0RP8,@altinplasa867,huajt jane ata qe kane kerkuar shume magjistrate per pershpejtuar dosjet qe jane bee mal,0
XmB6OyA7iQU,@vig1446,respekte nikolle,0
HxuCXIgilFc,@ArifinArifin-gu7ro,greket jane gje tjeter vecse spurdhjaker pas vlere,1
Y94GQrRkaGY,@afrimimeri,aman spiro palin per cfar man vete,0
PUyqWp5V3sE,@pavlindoda3344,fredi shitur shqiperine,0
9K0R8kWCauo,@ylmidino5174,edvinit thene gjyshja shaj sot tjeret se neser tjeret do ster shajne ty bukur ja thene gjyshja po zbatoj edvin defi keshillat gjyshes,0
HxuCXIgilFc,@valentinaprifti9297,fain saliu dy fytyra dy bythe,1
R2K4IQGpiGM,@paradised2630,femer idiote qe them gje tjeter pare,1
xzIKCYl4z38,@dodelleshi835,zotri meta bërë shqipërinë pës milion plus kur udhëhoqët vëndin,0
jOI5vUWJbPk,@SherifTahiraj-xj2gr,bravo avokat kush vjedh shtetin është tradhëtarasnjë her ske akuzuar hajdutët vjedhin shtetin dukesh qartë se bashkëpunëtor,0
HxuCXIgilFc,@louiskovaci26,derr njeri ky artan hoxha mbylle gojen thote pike kulture,0
R2K4IQGpiGM,@zanamikerezi8945,na shpife o grida ato levizjet nervore eksituese qe pershkonin gjithe trupin more yrysh fillimin duke ofenduar edin sic ke bere gjithmone por dole bllof qetesine saktesine origjinale befasuese per ty edit edi strategu boteror qe krenohemi nderohemi tere jeten madhi koherave,0
CMPqrA5suRo,@robertmonci9899,bravo zoti beqiri,0
2MYQBaog-d4,@iramaska5162,makari vinte prap ajo kohe,0
nVeCIbiouUk,@studiotafa,greket do lejn koken brenda ne himarë,0
y-5Vl61eZmY,@albanaboja6068,familjet berisha meta jan keqja z beqiri drejt,0
WDk0jy-CiLs,@PetritSulaj-rn5vw,ty bolet sti linte tja ruaje enveri po ik o pleher aj su merrte psikopate punen tente,1
JD-tAYIpgaA,@cuentarealme663,avokat leshi,0
l2TYc4sf9dw,@linditamacuku9212,sali berisha mendon osman do jete sulltan qe beje doje thyej qafen,1
8e1U-sfyaXs,@roza-ii2zd,bravo djali dhene nje mesazhe bukur suksese,0
FtBcuwX8j_0,@fuatdoda6360,o belind ke emrin beji nje gojore rames ashtu sec ja ben gjithmone,0
y-5Vl61eZmY,@grandehulk7512,po mamaja dredharake karakurves pyeti cupen se cfare lekesh po mban femijet jashte shtetit monika apo ben kur shikon,0
R2K4IQGpiGM,@samibhaliti,edi story the end story,0
zPRIW50IYGU,@whynot-tk1uz,fun fact tgjitha fjalet lushit dolen verteta,0
jOI5vUWJbPk,@mazhe27,rrespekt avokatin,0
sBuYrv_W1hM,@FatjonQelaj,po tel hekura ke lidhur atë pleren shitur,1
jOI5vUWJbPk,@altind2510,bravo z avokat beqiri meriton rrespektet mira gjith shqipria tan shkodra din se grand hotel europa invesimet ne resortin vilipojes esht bandes meta monika,0
l2TYc4sf9dw,@alikasaj5730,eshte servil ordiner,1
Y94GQrRkaGY,@alfredmano5244,goje spiropali sot,0
JD-tAYIpgaA,@alickajbesim4413,o avokat mbroni kot se ajo majohurmajaeshte krye hajdute pronash se fisit ju po mbroni drejt duke ditur shum mir,0
nVeCIbiouUk,@asinadiiseni9606,bravo rama salën ilirin duhet varim në mes himatës se ata meritoj tradhtar kombitqë dyt roft shqipëria etniketfala tetova,0
SDxqL7L2Ivo,@user-pb1wm3vd5r,ec aty bravo se ai moter qirr sale beri shqiprin ashtu tani ne fund vdekies po kerkon stabilizoin shqiprin ai moter qiri,1
8e1U-sfyaXs,@user-sx6nh2sd1z,rrespekte nje gazetar shum kulturuar,0
y-5Vl61eZmY,@user-pw3xz3zh1y,hajdute ne burg shkonitegjith din se vjedhur hajdutet medhejn ne shqipri ilir mettap on clip to paste it in the text boxa monika bushta ju piu gjakun pollit shqiptare x,1
8e1U-sfyaXs,@eugenmjeshtri6332,gazetari mir spontan por ska ven rryp sigurimi shum keq,0
HxuCXIgilFc,@velavlore4339,do trembesh do trembesh ore krimbti ke duart pastra sa ai punetori qe heq mtin neper depo,1
HxuCXIgilFc,@eshrefukaj1339,artan hogja thuju kthe koken kaveriu kosoves,0
R2K4IQGpiGM,@anxhelamyrtaj5462,na hape barkun kete qe ke marr ne interviste,1
gG62Vu4qwsk,@renatogopo61,po per cfar arsye ftoni keta plehrat ne emision,1
R2K4IQGpiGM,@MS-fn8qz,edi legjendaaaa,0
c7b74Ex-kCA,@dionishamza3139,po rrasini mo brenda keta felliqsira cprsni djegin gjith shqiperin atëhere do arrestoni,1
R2K4IQGpiGM,@naileshahaj4495,vrar njeri ne kaluarenas ne sotshmenas ne ardhmennuk ben kuuuuurr ky njeriashtu sic kan vjedhur vrare shqiptaret tjere njerez shtazarakqe populli di mire kush bere,1
HxuCXIgilFc,@djalingatropoja,ai prokurori qe dhan dhenat policeve do plumbin ballit ai bastard tradhetare rrofte shqiperia,1
0ujWdDWJ0Ck,@useruronimos4090,ne partiine socialiste jini gjithe hajdut perjashtim vetem rama vjedh habitem vetemi qe vjedh cudi kan nje ndershem ne ps,1
J5Cg86mX9kc,@renatotabaku91,magnani merr nodonje çek greket apo ben falas,0
c7b74Ex-kCA,@anrifejzaj1438,like ca ke ber kti vendi,0
J5Cg86mX9kc,@dhuratarojba5288,manjani armiki shqiptarise,1
-IUyAKMtBWc,@Tom-Jerry407,iken pellumbat likes,0
xzIKCYl4z38,@danielddolci163,tae talle bythen or hajdute kriminele xhvate tt kete popull juve vodhet floriri vendittu shofte rracati duhesh shdukesh vendi varesh sadami,1
c7b74Ex-kCA,@gjystinalekaj.8704,llogarit se femi kushton sh shtrejt studiu n angli x per sa bajnekush ju gazetare apo infemierapo doktmund qoni f tuaj per studime n anglise populli sbahet fjal shkollu sikur f jete gjeni,0
c7b74Ex-kCA,@llazarmarini5882,po cfare analizoni ata jane dy kafshe qe duhen pushkatuare eshte turpe keta ndyrsira vetem kure digjone,0
y-5Vl61eZmY,@vasilvila6974,bravo shum drejt flet respekte,0
ul_GJAU6e-g,@b.c.1896,fati këti shpëtuartragjedia shqipërisë mbetur gjall kycincarfis vllehësh,1
SDxqL7L2Ivo,@user-yw6we1qi2o,respekt kryeminister,0
FtBcuwX8j_0,@alb.0160,ore lali zorraxhiu ha njeri po shko pas hekurave se ke vjedhur djersën fukarejve,1
ul_GJAU6e-g,@helianvejuka7172,sa keq vjen grides more aman,0
R2K4IQGpiGM,@GBANI,qysh prej shkodre der n himari dum fort se jan shqiptar ba pyetja shkodrën donsa për pogradecin sa her shkoja për greqi autobus fillonte makthi gropave kthesave vrastare qysh në tiranë der në kapshticë por do pogradeci qysh se zbritje qafë thana der në dalje plus rrotondon qëndrore rrugët dytësore kan qan zoti na rujt shkoj tani në pogradec tirana makinë kënaqet shpirti asht shuum ma mirëndër sa ngjyrat dekorimet në pallatet kryeqytetit personalisht gjeja pakuptimta por se shoqja ime suedeze soditur arkitekturë mënyra jetese shkatërrese kolektive art qeverisje lokale në gjithë planetin ma komplimentonte ça po thu moj thoja kot lidhje fare krejt qetë thosh mua pëlqejnë japin veshje karakter latin gjithë zymtësisë së këtyre gray council houses kështu quante pallatet tona quash argument denjë kritikosh snobosh dekor varfër por interesant rebelues vlerësuar vizitorët në tiranë aq mundësi ekonomike duket gjest dobëtthënë gjitha atë agresivitetin saj znj duma shkëlqeu sontesi mbyllje pyetje po jo për ramën për dumën regjinë showit shfaqjes së saj po duroj dot padrejtësinë shoqërore nepotizmin krahinor neokapitalizmin komunist dhunën vrastare partiakocentrike asnjë përfitim material madje humbje materiale sabotimi qëndrueshëm organizatorëve koncerteve rrezik për sigurinë trupore paqen shpirtërore ja them mirat ba njoh faktin ky është njeri njerëzor quhem militant budalla apo jo shqiptar se bazën atje por në shtet tjetër fillu ai krriçi thotë kta dun ps jetojnë në tiron hë po për ktë dëbimin masiv po na bahet ne daccord krahun tjetër mendonie fundit omonia beut pseudoortodoks titull osman ekzistu tmerri ne shqiptarëve greqisë kur dëgjosha emrin omonia qan tu nigju fjalën mavi zezat na kanë punu lidhun policinë greke qarqet ultranacionaliste seperatiste agimit artë besa ndihmën partive tjera greke hajt se po ja shesim shpirtin djallit po themi derrit dajë po bajm sikur na mërzitet shpirti kur dëgjojmë se gjysa shqipërisë asht greke po fakt kundërshtueshëm asht në mënyrë organizume strukturume kanë sulmu ç do përpjekje legalizimi në shqiptarëve në greqi duke kërku në këmbim njohjen pjese mirë shqipërisë tokë greke sa sa tjera bukura dheut përfytyron,1
0ujWdDWJ0Ck,@anonim5592,zotri edi rama shtë njëshi respekt,0
l2TYc4sf9dw,@Celiku,po shtrydhesh kete lucen dhjam raki nxjerr ah harrova peshtire jati qe kapte diversante,0
gnq_bShXo60,@rruzhdihoxha5952,ndjekur ngadon qe bshkojne,0
gnq_bShXo60,@saniemucostepa9412,zavokat ju meritoni vlersoheni gjithe se po jepni shume vendit,0
zPRIW50IYGU,@meritacela7824,politikan asht korruptu po njeri asht kampion komplimenti gilbertit,0
HxuCXIgilFc,@edimalaj8670,oylli poflet silepur dhejo sipatriot,0
CMPqrA5suRo,@lizededa1298,rrespekte per emisonin tuaj per avokatin beqiri zoti rujte ndimfte,0
CMPqrA5suRo,@peterkapaj3545,plaksh kurre o zoti avokat beqiri,1
9ivr3YoZmCo,@aleksdoko7296,hajde grushtaxhi hajdeme grushta do merrni pushtetin,1
l2TYc4sf9dw,@flamurseferi5644,duhen vjet tjera qe fonksunoj ligji,0
2MYQBaog-d4,@user-wu9sj2us7s,more paster mire ska shpjegim per vjet hoxha ndertoj berisha per vjet degjinjeroi,0
l2TYc4sf9dw,@agent2340,ky ylli rakipi le fol,0
2MYQBaog-d4,@NorelZaimi,dulla shiti çamerine,0
CMPqrA5suRo,@dafinabakollari2103,kush konflikt ramen per ju hajdut car ju do qefi ju quani,0
gnq_bShXo60,@QakoNana-on5bp,lumte avokat por ilir meta eshte korruptuar gjithe shqioetaret,0
l2TYc4sf9dw,@erionbeqirllari4984,ik ore pederast muti o ajidut muti paskan qene kare ata qe kane dhene voten ty per komunistat ty se ja kane futur vetes se bere mbret ata qe dhane voten ty per komunistat po hane trahan sot bure kurve,1
CMPqrA5suRo,@enocaca9272,se kuptoj ne popull leme akoma na zhvatin keta idiot babëzitur ne duart kujt lene jeten tone ne ate maskarenjëvesa gjak,1
CMPqrA5suRo,@edliraferraj1150,kot ste zgjodhi ty ramizi se do kishe bere shqiperin,0
WDk0jy-CiLs,@detid3507,kopili bllokut po tregon per eterit,1
yhNUAnnIcMo,@panda-pm5kk,kush na udhehequr ne,0
y-5Vl61eZmY,@agimpepa3994,gezofshin djersen popullit,0
2MYQBaog-d4,@balimorina569,ay beri shume keçija por pati shume gjera pozitive eh sqarime mira bene dilaveri po ishte tera keq shqipria do ekzistonte,0
Y94GQrRkaGY,@leonidasblaugrana1693,para greqise do ja besh gati tu se qihet farefisi,1
CMPqrA5suRo,@mbaresashabanaj6613,ahhh sa hequr ky popull mostra ndyra pagofshin përvëlofshin fëmijët tyre ooooooo zot dalçin hundët gjaku djersa jonë fëmijve tanë po rrohpaten rrugëve botës,1
HxuCXIgilFc,@kingpils5165,trujt zoti o tan hoxha,0
SDxqL7L2Ivo,@petritlleshi3964,rama is drejte,0
HxuCXIgilFc,@Koli-ed5ic,ky bufi eshte paedukuar shok mafiozeshkjo qelbesire majmur eshte pergjegjes per vrasjen nje rojeje ashashit qe pangopesia papergjegjshmeria mediatike ketij thesi dhjam mori jeten nje jave pasi ky nxorri ne tvhiqet ndershem ne rrezik por genjen se ke neper cepat botes ne tavoline bandite,1
ul_GJAU6e-g,@djalingatropoja,fake people talking on fake tv channel keto jane mjeshtra propagandes sorosiane,0
9K0R8kWCauo,@user-wz6ek2xb6y,ke ber ministrat gjith mjekerr trima çar jan ne vertet,0
HxuCXIgilFc,@qerimeballa4270,zartan ruajte zoti o zot,0
l2TYc4sf9dw,@jurgenmancka,berisha,0
nVeCIbiouUk,@antonioseidi5040,z kryeminister kta klases se pare gazetare eshte anti shqiptare palaço femer,1
l2TYc4sf9dw,@flamursylaj3464,o gazetar leshi po shkoni ne emision kti klloshari kukturum sdin kur nderhyn kur ndegjon,0
ul_GJAU6e-g,@valmirrrustaj176,erdhi dit grida ndjesh keqardhje per ed ramen lepihesh,1
c7b74Ex-kCA,@BeniPali,top qeni po pagu rama dhjeve bresherite pushtetit kriminalo pleh stacin plehra ata qe flasin aty,0
xzIKCYl4z38,@flutura5341,po ik mor maskara gjith din kush mor hajdut pler burr burr,1
FtBcuwX8j_0,@agimternova5150,ne asnji vend botes lejohet prekesh viktimen po sikur ajo gruaja botes kembe ose krah thyer lali dhjeri ne vend qe ndihmoj demton shume vetmja ndihme ne keto raste eshte therasesh ambulancen,0
YhRDIGr3Ag0,@lilijasini6871,moster bunderr,1
CMPqrA5suRo,@user-ly8pj7sk5r,mire avukati po lliri veshur kepuc qe nik hyn gjembi ne kemb trova anti plumb palumbo vret,1
HxuCXIgilFc,@novruspashaj7586,patriot trim mirë trgon vëndin atij çunaku gjë mund jet por jo shqipëtar,0
9K0R8kWCauo,@yllkababasikas172,kete varesh beshe copa copa nti humbi boja raca po iken ky shqiperua keshtu do mbetet turpi,0
8e1U-sfyaXs,@muharemkaso9111,respekt per ket gazetarindhe kte ze ndihmofte zoti,0
l2TYc4sf9dw,@brajrammusaku2693,more gjergje bere zember yllinvetem saliun ja shani,0
mYFcmLX4mUc,@user-vs9gg6qm7w,o djal o pler o koqe kanari ku çon mushka o pler qenge për faqe zez kujto se keme shpetuse nonën nxore jasht por ty kamet torturu malli zot o pler o katil,1
mYFcmLX4mUc,@Blablablabla63,lesh nenen moshuar ne rrugeturp cfare njerezish qe ekzistojne,0
c7b74Ex-kCA,@artinarti958,qene monasi brigadiere ferme,0
y-5Vl61eZmY,@dusi6938,o beqir enver hoxhes ja paske breket ilirit po mire o bere shok kete breke para vjeteve,0
2MYQBaog-d4,@hankesuci7834,gjithe respektin per zotrin per moshen qe po keto qe thote jane parullat teorise partise punes po çfar mirqenie thua varferi apsolute standart ekonomik zero po duket se shkel vendin ne skaj çfar hante popullata per çfar standarti flet,0
sBuYrv_W1hM,@lekomecaj6381,ftoni anti shqiptar ne studjo se na iritojn ata jan shitur,0
J5Cg86mX9kc,@1Milsubscribers,bravo idrizo camet jan shqiptar tgjith shqiptaret tgjitha trevave ceshtja came flitet fare bythqimat cani manjani shesin nderin bythen pak lek njerez fytyr kush flet keq per kombin vet ska dinjitet ska asgjo ne ferr perfundoft,1
HxuCXIgilFc,@andirrugia1014,o dhuli o mortje sherbetor andartesh bythqira,1
zPRIW50IYGU,@robadaalbanesi2532,kush erdhi tik toku,0
d8eRvVLfsnI,@agronkycyku,ma mbeturin se ky luca gjen në shqipëri,1
DO6VjP2rIu8,@fcbj7195,tyrp deklaru eoro ne bank eoro mbajne neper xhepa,0
zjR9BPAt-jo,@leftercaushi322,ce thrrisni kte neshon kta jan njerz qe cdo sistem kan ngren duan han akoma maj mend njejtit rrac akoma neshot gjatat qe imbajmend qe ne komunizm kta jan akoma,1
8e1U-sfyaXs,@Islam_is_my_religion1,shumë gazetar edukuarprej rrallëve sot,0
HxuCXIgilFc,@ilirstafa9719,burra artani nevoje shqiperia,0
SDxqL7L2Ivo,@SamsungM33-uz9pj,bravo rama respekte,0
Y94GQrRkaGY,@boranamusabelliu2860,asgje skeni mesuar ju shkuara cpuneke vuvicin kunder kurtit,0
