Comment,Label
Plako e di vete ti ku me i fut😉,1
Mos i mer me merak po haj,0
Po te ishin te Kmy do  helmosh qenin e sigurt,0
"ne fillim jepja qenit po i hengri jane te mira,se jo mos i ha",0
Haj moj,0
Jepja lopes🤣🤣🤣,0
"Edhe e mendon ,haji mor qr se ke pagu lekun👌😂😂",1
porosia e shtepise. edhe ne restorant porosit salcice ti😂😂😂😂😂,0
Haj e mbush barkun nuk te gjen gjè,0
Mmmmmmmmmmm👌,0
Hai dhe leri pordhet se ike ngren me ton der tani 😂,1
Edi rama e ka fajin,0
😂,0
Tboft mire e ishalla sta fusin ne fature se sallamin e ke ngrene gjith jetes hahah,0
Deri dje i haje te gjalla tpakten tani qe jane te skuqura mos i ler te shkojne dem😂😂😂😂,0
Haji se asht si ti ka bo qini si ha ato,0
🙄🙄🙄,0
Merr dhe nji dopje raki dhe vazhdo punen,0
Shko jepja atij qe ti dha...peshtyje ne surrat r  e mos i shkel me ne lokal,1
"Haji o figur se ste gjen gjo mish osht, edhe pse i ngrodh😂",0
Sikur mos te kishe par lajmin per keto gjera do i haje besoi se po .te njeten gje bej dhe tani 😛😛😛😛😛😛😛,0
"Paske lek ti bobi, me kremvice e gjana 😂😂",0
Tboft mir se i paska qa😜😜,0
"Gjyshi im piu ilacet e pulave, gjynah ti hedhim poshte se i kemi blere me para😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",0
Haji te befshin mir 🍻🍻🍻🍻,0
Qeni nuk han mishin e vet po haj vet se njeriu esht kafsha me keqe e globit,1
"cik djath,dhe i dobio raki😂😂 dhe gezuar baftjar",0
Haj mo keputi e nje got ver nga mbrapa e ne rregull ste gjen gje🤣🤣,0
Qeni se ha mishin e tij😂😂,0
Me mir ti se qeni...,1
futi myth,1
Haje vet se mish lope e ngordhur eshte ste bene gje 😂😂😂😂,0
@bledimarkuu he ca te bej ai tani se ja gerditet🙈,0
"Plehra qij tezen kremvices aty ku i dhem ma fort bashk ,,, 🔥",1
Hidhi ne plehra😂😌,0
😂🤦🏻‍♀️,0
bo sikur se ke lexu lajmin dhe lexoje prap pasi ti kesh ngren 🤣😂,0
Futi n b...,1
ha ate fleten e sallates 😜,0
futi myth,1
"Në plehra, se dhe qeni shpirt ka",0
Jepja qenit me mir ke per ti ber nder vetes tende 👌👌,0
Mas fotos i ke rrujt ato ti o i bekum,0
Kapi haji aty😂 se perderisa paske porosit 5 kremvice qenke i uritur shume dhe pak hollshem😂🌝🌚,1
Sa vrks jeni ba.,1
Hai mer bark derr mos bo kot,0
ha sallaten te pakten,0
Futi nbyth pall ka**,1
Mos ja jep qenit mishin e vet se kupton😂,0
Vejm bast qe ti e ke honger edhe at gjethen e sallates nfund qe vendoset per dekor e jo mo kto tjerat po mos na bo rolin shum tn 😉,0
Haji e burr pallo barkun,1
"mbyll syt dhe haj! po ben rolin e virgjereshes tani ti sikur nk ke ngren ndonje her!per ate pune i bie qe ne shqiperi mos te konsumohet asgje,pasi te gjitha produktet jane per tja hedhur qenit!po kur e degjojm themi se nk do ham,pa menduar se sa her ke ngren para se ta merje vesh se si behej! 😉",0
Pz do hysh ne gjynah dhe me qenin me mire vari per zbukurues tek pema ose dekoro shtepine per festat e fundvitit 😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣,0
Obish  po  haj si  bon  si kur  do i hedheshti ato 😂😂,0
Haji se i ke ble me lek 😂😂😂😂😂,0
"Ha o njeri se ka mundesi te jet duke dal ne treg naj lloj firme re e sallamrave edhe e kan antireklam, harrum ne kur hanim kofsha pule 20 vjecare sna gjente gje😂😂",0
jepja te haj dikujt qe  nuk ka ca te haj bo sevap derisa ta ndash mendjen,0
bahh shum naze keni ju mor burr qa jeni ber kshu ju,0
U bere foto i nise te JOQ dhe pastaj u fute me kok i hengre 🤣🤣se nuk ka shanse ti kesh hedh 🤣🤣,0
Jo qenit se e ngordhe 😂😂😂,0
Sa pordh qe keni eeee,1
Po' Mbylli syt dhe futi taposht 😉🙈,1
Un mendoj ti fusesh nbyth,1
Futi nbyth,1
😢😢😢 te befte mir😂😂,0
Ate porosi qe ke bere ate te hash.,0
Ec mo haji se kn bo me lek😋😂😂,0
Po pse do me ngordh qenin kot mor vlla. Ktu po se gatuve vet nga 0 ke frik me prek gje me dor,0
Futi moj ne bark aty,0
Vej patate dhe mustardh nk te gje asgje haji,0
haj ere se ska naj gjo 🤷🏻‍♀️ @eldamusai,0
mos ha ne zgar vllai ha ndonjeher ne restorant ja qj 🤓,1
Futi ne bythe mbase ke oreks nga mbrapa 😂😂😂,1
O i rafte pika po femijet e tyre cfare hane o ju zenshim mallkimet tona,1
"Si ben ti sikur je nga parisi,haji aty dhe leri pordhet",1
Sa te shijshme duken,0
hudhi ne kosh 👎,0
mshoj o bish se kena pi uj neper kanale ne kena honger zhavorr qysh kalamoj,0
hedhi ne plehra se po ta shef sherrin qeni e helmohet 😂,0
Do helmosh qenin 😂,0
Edhe qeni ska per ti ngren se do i nuhasi qe jan me.mish qeni 😂,0
Jepja 🐈,0
Sa ke honger deri tani o plak ke kriju imunitet nga Gjonat e ngordhme 😜,0
Paketoj me vete dhe jepja ndonjerit qe nuk ka per te ngren.,0
Ska vdek ndonje shqiptar nga ushqimi deri sot... po tani edhe qeni ka goje me ngrene qe kshu si te duash bej 😉😉,0
HAJI TE BEFSHIN MIRE. KUR NUK KE VDEKUR NUK DO VDESESH🤣🤣🤣,0
Futi nvesh 😎,0
haj se veq mir tbajn,0
Lum guzhiner/ja si paska pjekur fare i paska fut në vaj 20 sekonda gati për t'i ngrënë ankohu të kamarjeri thirre ti haje kush ti ketë bërë se dhe qeni nuk i ha ashtu 😥😢 peace Albania,0
"Oooo e gjith shqiptaria, i ha ,haj se nuk Te gjen gjë",0
Varrosi,0
@suelasebastian5108  Ke me neps😂😂😜,0
Kemi pas honger buk djath dhe pluhur dhe sna la ndodh gjo ti ke mish para dhe do e hullesh po mos kishe fare per te honger,0
Nuk e ha qeni mishin e qenit 😅,0
Haj mor mos e vrit trurin dhe ti,0
"Dil e jepja dikujt qe ka nevoj , ke plot rugeve",0
Vras mendjen kur e ke me dyshim pse i porosite,0
Po haj mo..se nuk vdes 🤣🤣,0
"Cfaj ka qeni,ai eshte fix,ti po voton qe sa vite,haji e te befshin mire 😂😂😂",0
Kur ste kan ba gja deri tash edhe sot haji mos te shkojn lekt kot 😂😂😂😂,0
haj se me i hedh nuk do te zej gjumi naten do thuash pse i hodha ti kisha henger,0
Ke fitu imunitet ti mos u bej merak ste ben gje😁😁😁,0
Kur bejne rolin me keto amannn,0
"Ske porosit fileto vici apo peshk edhe te sollen salcice! Haj pra se vete i ke porosit, ate cilesi ka ai vend ku ke shkuar ti...!",0
po haje se ste gjen gje se degjove lajmin tani kshu e kemi honger gjithmon,0
Ca faji ka qeni mor vlla.Digji ne oxhak😞,0
Haji.ashtu siç i hengre dhe dje para se ta merrje vesh 😂,0
Te bafshin mire,0
Futi ne ..,1
Mos e mendo dy herë por haji se i ke paguar 😜,0
Edhe qeni esht gjynah me i henger🙈,0
"Mos e mer me thashetheme, po haji aty😂😂😂😂😂",0
Gjynof me i hudh😂😂😂haji me mire,0
Hajde porosi qe paske bo dhe ti shume qef i paske keto hai mos bej naze kot 😂😂😂,0
Po ti provoji njeher cfar shije kane me dore njeriu se me lope te ngordhur kemi provu tgjith 😂,0
Haj more se tknaqin😂😂,0
hidhi mos u mendo dy here ne shqipri bejn edhe qente sallam jo me lopet e ngordhura,0
Provoji haj po vdiqe shpetojm ne tjeret😂😂😂😂😂,0
Hidhe nplera se helmon qenin,0
jo re vlla as qenit mos ja jep. j bejn dem dhe qenit c prodhohen ne kete shqiperin tone mjer ne 🤗🖕me kto politika degjeneruara,0
Haji mor te honkshin çent se osht bereçet apo jo @nardifida,1
po pse qeni c taksirat ka te helmohet dhe ai,0
Futi *** po normal qe ti hash,1
Haji mer daj se nuk e gje gje shqiptarin ahahah,0
te befshin mir 🤣🤣,0
"Haji se ke kriju imunitet,sdo vdesesh te të fundit 😂🤦‍♂️",0
Haj dhe ato e mos porosit me her tjeter 😅,0
Po haj se ste ka gjet gje deri me sot...sot do te gjej ty,0
Haj re pallosh se mos kemi ngren ndoi her ushqim te kontrolluar ne 😂,1
Jo po m mir thuaj kush esht i interesuar te vij ti haj ne restorant 🤣🤣,0
i ke honger perher haj dhe sot😂,0
As qeni nuk i ha ndonjeher se varet ca mishi kane brenda,0
Mos i hidh se gjynah te bofshin mire 😂,0
"Kur i bje tmires ne shkelm o vlla kshu tvjen me fol e ty,po jeta ashtu sic ti jep gjerat ashtu dhe ti merr ! mozomakeq",0
Haji plako🤣,0
Futi nbyth,1
Jepja qenit 😂,0
Jo qenit se gjynah do ngordhi😂,0
Futi ... ne kosh 😜,0
Haj se jemi shqiptar ne sna gjen gje 😂😂😂😂,0
Phuuu,0
🤣🤣🤣🤣🤣qr,1
Rx4ź,0
Po cju mban pragu i shtepis juve qe na beni si heronj se po i shisni,0
Hako 😜,0
Qr 😂,1
Mmm te shijshme 😁🥰,0
Hako 😂😂😂,0
Tashi që e morët vesh ju ka vajt kanceri në vit tret 😂,0
o cu knaqem😂gjak e dhjam,0
Kam bere çudi se nga dalin tiransit gomer e mushka 😂😂,0
Ahhahahahahahahaha,0
🤣🤣🤣🤣,0
Jane te verteta . Keto qe thuhen . Sepse kam pare dhe vet shum raste te tilla,0
mir biznesi do ke shit po se kuptoj gjithe ket robqimllik nga ju veterineret apo fshataret nuk e justifikoj dot!,1
Pse kapeni vec tek salcicet? Pse  po gjerat tj a jan me te mira a si????,0
Ti ne foto te profilit je shtrengu shum kujdes  se po te plas musklatura,0
Keni hor gjith jeten ket muj po ju prishin pun ee,0
Oooooiiii 🤦‍♀️🤦‍♀️,0
"O popull ordiner😡😡po si ka mundesi me then keto fjal,po ju ca keni ber deri tani i keni shit??shkoni ne prokurori e futuni vet te paret ne burge sepse ata me pahir sjua kan bler!!😡😡",1
Mish qeni pe shtepie,0
Kush i ben keto gjera ne qofte se jane te verteta te kene frik nga zoti do vi nje dite zoti do ja laj hakun ke njerezit e tyre qe ti djegi shpirti mjer ai qe ben te keqia ne kete bote lahen,0
😮😮😮,0
Na e shpifet u befshit lemsh ke ndonje inat me hakon qe po ja nxin paske kohe me u marr me keto gjera,0
😂😂😂😂😂😂😂😂😜,0
Ate tufen me gomer dhe kuaj posaçerisht i mbani qe kur te ngordhin ti bejn kremvice?! Do kishim vdekur te gjith po te ishte keshtu😑,0
Na befshin mire ..gjak e dhjam 😂😂,0
@__arkida__r kremviçe te tymosura Hako 😂,0
Ja qr atij dhe ty,1
Qr paskam ngten salcice e kremvice varrda mir qe spaskam vdek,1
🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🙈🙈🙈🙈🙈,0
"Nuk esht naj gja e cuditshme, ne po ham mbeturinat e tan bots e nuk po bajm za 😏",0
👑o,0
hani mor hani ju beft mir se mish si gomari dhe kali avash avash doham dhe mizat ne zgar 🤣🤣🤣🤣,0
@arsa_ema 😡😡😡🤮🤮🤮,0
Kremvice hako qe i hengert morjta ishalla se po na marin qafe dhe femijet 😡😡,1
"Shume mire qe po behet problem kjo gje POR pas 2 ditesh njerzit do te harrojne kete histori dhe keto kompanite e akuzuara do vazhdojne aktivitetin, pa u shqetesuar nga askush. Keta punonjesit qe dergojne mesazhe pse nuk bejne edhe video se ndryshe nuk iu mbushet mendja shqiptarve. Per shkak te ketyre gjerave  produktet ushqimore shqiptare nuk shiten jasht vendit se s'ka askush besim ne to. Populli shqiptar duhet te ndale konsumin e ketyre produkteve vetem ne kete menyre e shpetojme veten, mund te jetohet edhe pa to.",0
Fillon qe nga ju problemi qe ja jepni pastaj nga kompanite e perpunimit te mishit,0
😢😢😢,0
Turp te vije se na shpife por ti e ban me qellim nuk te besoj,0
"Pse I shet?
Ose pse nuk e denoncon si kompani?
Bashkepuntor je edhe ti.",0
o daj mishi i kalit ta shkerdhen kremvicen tane . nje biftek kali bon 35€ mor daj,1
"Po ti te qr pse ia shet atyr nk di te hapesh nje gro te madhe ne vende te pa banuar ti groposesh .????? Si ke dhe fytyre qe shkruan  je nje pler , ose nje qenie e ngordhur si ato bakti qe mba ere kur kalojn diti . Phu te qr",1
@romina_roel_  edhe  ti tek kto shkon i blen ?.....,0
Ardit Gjebrean😝,0
katastrof helmuan femijet,0
Na e shpifett,0
Po femijet e tu I hane,0
"Hako 😝 😝 ato qe i ben reklame Arditi tek e Diela 😂😂😂 booo sa i han ai edhe aty live nga 5 cope, i befshin mire 😂😂😂😂😂😂",0
"Epo kur janë me 200 lek kg pse mos të duken të shijshme kremviçet apo, tani besoni se nuk janë prej mishi të freskët. Fajin e ka AKU ja për kontrollet që bën në fabrika.",0
"Kur njoftoni cpo ndodh me ushqimet te ne jemi okk ,pooooorrrr kur e zgjasniii zgjasniiii muabetin sinqerisht e teproni .Shkurt na e Shpifettttt",0
"Ndyresira jeni ju qe i shisni, pastaj ata qe i blejne. Nese vertet i beni keto Zoti ju denofte!",1
😓😓,0
"1kg sallam 3-400 lek,, 1 kg mish 7-800 lek,, cfar prisni te hani!?",0
"Nuk komentoj kurrë po kur është tepër është tepër 😡😡 KUJDES se edhe fëmija yt në pushimin e gjatë shon e blen hamburger, sufllaqe, sanduiç,panine me qofte si shokët... thënë këtë nuk besoj që mishin ja jep ti nga"" bagëtitë e imëta"" që konsumon në shtëpi që do të thotë se edhe ai si shokët e tij do konsumojë ""gomarin e ngordhur"" që babi e ka shitur me vetëdije për sallam, salçiçe, kremviçe etj etj.. Nëse shprehja është Ne jemi çfarë hamë , Në  rastin tuaj është: JU JENI ÇFARË SHISNI!! 😡😡😔",0
Kocke e forte paskemi qene 🤮🤮,0
"Hakoo,zgjidhni cilsin",0
😓🤢🤮,0
Ajde Hako ajde🤣🤣,0
🤮🤮🤮,0
E dime qe hame gjera te ngrodhura por mos na e tregoni me fakte se na bien ne mendje gjitha gjerat qe kemi ngrene 🤢🤮,0
E KE PER NDER QE E REKLAMON SE PO HELMON NJERZIT. O TYYYY TE Q.R O FISDER,1
Na veshtiroset!!!,0
Dmth dhe ti plehre je ! Te zente fytin mishi gomerëve,1
sa e vrisni mendjen ju ne gjithe kohen kto kemi ngrene 🤷🏼‍♀️🤷🏼‍♀️🤷🏼‍♀️dhe sna ka gjetur gje,0
EHV 😂😂,0
"Te duket vetja hero ty qe po shkruan ketu. Nqs do ishe i mir ti, sdo i shisje . Fundja ato lek helm per femijet e tu do behen (nqs historia esht e vertet sigurisht)",0
Ne radh te par jeni ju maskarenjt qe i shisni e si groposni harroni se aty han dhe femijet tuaj plera njerez,1
Hako😂😂,0
"Edhe e dini edhe i hani , shqipetaret😂😂",0
Hako😂😂,0
😂😂😂😂 Prandaj qenkan kaq te shijshme 😋😋😋😋,0
Epo ku rrine shqiptaret pa sallam MOS O ZOT leri pa puk pa sallam jo 🤒🤒,0
Boll me kto antireklamat se u bet shum qesharak😉,0
Na besdiset sallamin,0
E boll se na hapet barkun🤦‍♀️🤦‍♀️🤦‍♀️,0
Salcicet HAKO dhe WUDY jan me te shishmet perberje gomersh qen kal bretkosa etj...,0
@daniela_dhinishta ma nis do mish prej te shpija jote se un nuk blej ma mish hahahahah,0
Po ti qe po shkruan dhe thua vin edhe i marrin je ti me i keq se ata qe vin e i marrin derisa ngordhin pse i shisni derisa i shisni ju duhet te denoheni te paret me pak fjal jeni fundrrina si ju qe i shisni si ata qe i blejn jua qofte zoti ne femijet tuaj dhe ta kuptoni qfar po beni,0
@arditgjebrea 😂,0
Na i shpifet,0
Ca budalleqesh që postoni. Po ti mo karafil kur e di pse jua shet?,1
Na keni ca b.... 😡😡😡,1
🤮🤮🤮,0
😱😱😱😱😱 dhe ne i blejm nje grusht me.lek 😥,0
Boll se na i shpifet! Po besoj i gatuan JOQ kto mesazhe  si gjithmon,0
Kush i bene keto jan plera jan kafsh,1
Ju duhet me ju qr me jua fut kremvicet e tymosura nbyth po pse ja shet kur edi qe do ja japi njerzve mer fisqen..,1
Kremvicet e tymosura Hako me e mira ! 🤣🤣🤣🤣🤣🤣🤣,0
Tmerrrrrrr😢😢😢😢,0
Hako😂,0
Su ka vajt mendja tek qent e rrugeve 🙈,0
HAKO,0
Ajo dihet sepse cilsia eshte zeroo Nuk esht dashur me I ngren asnjeher Po shqiptart e shkret te pa imformuar se cfare ndodh realisht ne ato fabrika ..ju vraft zoti,1
😂😂😂😂😂😂😂,0
😂😂😂😂😂ju befshin mir,0
Leni kremvicet po boni naj gjo per xhaxhin Edin,0
😶,0
"Se kuptoj pse duhet ti konsumoni,,skan asnje gje te mir per organizmin,nuk do pesoni gje po nuk I hengret te jeni te sigurt.",0
Na e shpifet. Vetem mos te hapet nje diskutim se ju shperthen imagjinata juve 🥵,0
🙀🙀,0
E nxorret deficit hakon 😂😂,0
"E ku ka me mire, ne fund te fundit kandrra jemi ne syte e te pushtetesve",0
Iiiiiiii 🤮,0
Po mir o gari kur e dike per ca sherbejn pse ua shet,1
😂😂😂 Po' loqen ua heqin te pakten 😂😂,1
Ca thu mer vlla dhe kto dolen te kqija ee..!!,0
Opo jepni dhimbje se na kenaqet me keto,0
Te hangert mordja ty me gjithe gomarte e tu se nji  pal mend paskeni,0
🤮🤮🤮🤮,0
😂😂😂😂 Prap mir Qe e dim se ca ham,0
Uiii na efshtut u raft pika ngelem pa ngren asgje tani,0
"Po ju qe i jepni qenkeni me te mire, se nuk i groposni dot, Ju hongert mortja ishalla",0
Po mos i ha kur e di me cfare behen njeri me zor nuk ti jep 😂😂😂,0
😞😞😞,0
Jqj mishi i ngordhur haet o budallenj,1
iiiiiii 🤢🤮,0
@denis.male edhe mish gomari skisha nigju neiher a te filloj te prrallis dhe un nei histori😂😂😂,0
Na e shpifet 😂😂😂,0
"Ne e dim qe skemi produkte te shendetshem, por mos na e shpifni mooooo pls 🙏 nese ju po postoni kto ju mendoni se do reflektoj ky populli apo qeverria ta ndaloj ???? Stop se na e keni bo mos me honger as buk that...",0
"Me keto qe po lexojme sikur te beheshim te gjithe vegjetariane, s'do ishte keq.",0
"rri maji pa shit tashi, te pakten nuk harxhoje per lek varrimi 🤷‍♂️😂",0
😂😂😂 hudhni erza tmar shije😂😂,0
Vallain hall te mall paske po un po kam hallin se  me dogji plaka groshen dhe ngela pa ngren sot 🚫🙈☠🤣🤣🤣,0
Hako 😂😂,0
Mos te vij keq se dhe ne mish te pjek hajme,0
🤣🤣🤣,0
"A ju rujt zoti e ju baft mir sa zili po ju kam pzz ,  bjeshk tu pjek nhell 😍😍😍😍",0
🙄🙄🤔🤔,0
Tu djeg 1 pyll per t'pjek mish🤣🤣,0
ndoshta i ngordhur ka qene dhe ky por po e tymosni gati per sallam 😂,0
Ti do rrosh 1000 vjet se po ha ate 😂ne 2000,0
Bamiresi per te farferit,0
👏🏼👏🏼👏🏼🔥🔥🔥 👌👌,0
Sill ca,0
Mos e kini rrit me hormone ket qingjin e ju duket bio 🤪🤪🙄🤦‍♀️,0
Po patjeter vetem ju dini te hani bio se te tjeret jan budallenj dhe nuk e din se cfar han.,0
Nje here ne vit ti e ha bio... 364 dite  e ha gomarin🤣🤣🤣,0
Per mish bio ecni te baba,0
Po ti ca mutin han kur te mbaron ky mishi bio se nuk e han perdit bio nji dit do jet dhe ai me hormone ose me kryma,1
Nuk hahet vetem ai mish por ftohen te gjith ndjeksit e JOQse,0
Boni qef se per te vdek kemi mos ja jipni shpirtin shejtanit.tju boj mire,0
Duket si foto nga 1 maji i vitit te kaluar 😂😂😂,0
Ju befte mire!Mish laberie me duket!,0
Eo mir ti e ke mushkë 😂😂,0
Ver8 po un kam 10 vite pa par gomar me sy 🤔😉🙋‍♂️,0
🤣🤣🤣🤣🤣🤣,0
Kur ka gzim gabeli griset daullja dhe ti nje kingj ke dhe e bon te madhe imagjino te kesh nje kope,0
prushi ja jep shijen,0
🙌🙌,0
Kujdes mos e ka gomar te jatin ai qe po ha or ti se ne foto skuptohet fort qarte ça eshte...,1
"Pse perdit mish ne hell konsumon ti, apo tu merzit mishi gomarit",0
Ju bafte mir o Burra,0
Edhe ti nje here ne vit e ha bio o bish  gjith pjesen tjeter Sallam han,0
Ik re pall,1
nuk preferojn mishin e fshatit keta mo daku..duan sallam mos e reklamo kot 😂😂😂😂,0
😂Ki tdrejt Ti bish veq rrotulloje,0
"Gamri i ngordhur ka nje privilegj te madh ama, sepse serviret ne restorante luksoze dhe klientet qe e hane jane te kollarisur e te parfumosur.👍",0
👏,0
👀,0
👏edhe sallam e qofte me mish të lopëve të ngordhura,0
"Ti vlla mishin bio e paske,  po vete ehe, te paska kaluar data skadences😂😂",0
Po t'a pa Rama ta konfiskoi për informalitetin,0
Po cfare Beni se nuk Hahet mishi I gomarit😂😂😂,0
"skem ter fatin tuaj , te ju bej mire",0
Ouuua ngrije pak re se paska kap paraulti ne tok.,0
"I mir duket por pak i dhjamur,14.5kg",0
@albansusaj o bje rud bje,0
"Po sdo hash çdo dite keshtu , edhe ti tek te ngordhurat kthehesh per ca dit po he .",0
"Qe esht shum her me i mire se ai qe blihet neper qytete esht e vertet,por per 100%bio,je pak larg.",0
te beft mir.edhe ju nuk jeni 12 muj kshtu.,0
@bledimarkuu kur do e ham 1 ferlik😉😋😋,0
Po te vij keq dhuroje gjysmen,0
Edhe gomari bio eshte😂,0
E Poqe cjapin le tre or se do te metet pa pjekur. 😂😂😂😂😂,0
Ma rrofsh lesht ti mor ta paska bo zoti mbar ty me ngren nje her kshu dhe po na shet pordh a 😂😂 ku ta dim ne qe edhe ai nuk ngordhi dhe mos me e hedh e poqe o ko..qe,1
Pordh*,1
E ca tani na shet lordh ti,1
🇦🇱Mua me vjen keq per ata qe e shohin e nuk munden ta shijojne! Madje as ushqimin me te thjeshte e jo me mishin e pjekur ne prush! Do ju kerkoja me shume respekt per shumicen e pamundur🇦🇱,0
Ky duket si gomar i ngordh 🤮🤮,0
Hahaha trego sa leke do e shesesh?  leri perrallat 😄😋,0
🤣🤣,0
Te ju bej mire bravo😀👌,0
Sa idjotësira që postoni dhe ju !!! Mjerët ju ngelët në prapambetje akoma! Doni të tregoni që hani mish 😱😳😩😩🤦‍♀️💁‍♀️😡🤢👊🏻,0
Po' mishi gomarit esht me I shtrenjti mo cuna 😂,0
Bio I leshit me gjilpera edhe me bar me helm,0
🐣,0
Bio I leshit me gjilpera edhe me bar me helm,0
Ju ja shisni fabrikave dhe thoni me vjen keq,0
@izmirethemi 🔥,0
😍,0
Ore dashin e kopese ke vene  hani ju hani se fajin e ka....,0
Per mish shelegu te huna deri te balli do si burrat e malsis edhe mir ju baft,0
e kinezi ca nk han 😂,0
Pirdh pirdh se lirohesh,1
Sa i ngrenshem,0
Ju beft mir...dhe nuk na the vendodhjen 🤪🤣🤣🤣,0
🤣👌,0
Hudheni icik si ai mishi te sallamrat qe blejm ne neper qutete😂😂👑👑,0
Sillo u poq mishi mo,0
E tfalt zoti dridhe 😂😂,0
😋,0
@fabiozefi a asht i joti iky mor😂😂😂,0
"Do hash sot po neser ca do besh,,, a prap gomarin do hashe. 😂😂😂😂😂",0
Na i bn per zili mdk,0
Na i bn per zili mdk,0
Po dhe ti do ta hash gomarin e ngordhur vec se po te jesh budall e te rrish ne fshat per nje cop mish,1
Hallall o njisho,0
Sa ke vuajtur ti qe te hash ate mishin dhe mos me thuaj qe te kane cuar puntor qe ta pjejekesh dhe ne funde te lepish kockat se mishin e hane te tjeret.....,0
@b_a_b_a_l_e__1  boje shelegun gati ta pim noi got,0
ku ta dim ne qe nuk esht i ngordhur edhe ky?😜😜,0
Po kan len fshatin njerzit dhe tash cdo gjo duhet importu se dun te pin kafe veq spysinnqa han,0
KUSH DO PUNE SHEF KUZHINE ?,0
🙄👌👌👌👌,0
Yepp,0
Ju boft mir 📸,0
Heee te keqen .. birrr nenaa birrr 🔥🔥,0
🔥,0
A prisni miq😋😂😂😂,0
Faqa JOQ eshte 🤮,0
O katunar leri pordhet se skeni buk me ngren e 1 her ne 100 vjet qe hari e nxirrni t'ju shofi gjith dynjaja ik mor koqe se jeni zgjepsa zhulsa,1
4 ore duke e rrotullu te del qefit krejt a skeni naj elektromotorr ta rrotulloj vet 🤣,0
Hiqe holl te te vej gjate me ate mishin se per pashke do e ndezesh prushin prap,0
😏😏😏,0
E çna beret borxh me kete😥 😍😍,0
Ky né fakt duhet te ishte Edi rama I shpu ne hell,0
👏 mish raki,0
Bravo e kuj po i plas qa han ti 😂,1
Para sa kohesh paskeni dal hahaha me te then te drejten mish bio eshte por me ate lodhje mi mire mish gomari te ngordhur😉😉😂😉😂😂😂😂😉😂😂,0
Ju befte mire. 👏,0
"Eh goca hani mish te ngordhur , sic e keni ngren hani , sdoni mish bio 😂",0
Gjynah pz  imagjinoni sikur te na piqnin dhe  ne ashtu 🙄🙄,0
Po ti ca po ha Lop se spo e shoh mire,0
Sa mire do ishte 🤔 😋,0
😡😡😡😡😡😡😡😡😡,0
1ose 2 here ne vite e ha keshtu shoku ose disa here maximumi pastaj perdit dhe ti tek produktet me mish te ngordhur perfundon keshtu qe te beft mire per sot 😉,0
100% bio 😍😍😍🇦🇱,0
😂,0
😂😂u bot diss a,0
Uu boft mir burra,0
Kujdes se ai mprapa paska shkop ne dor me duket mos te erdhi i zoti 😂😂😂,0
Te rujt zoti,0
Ishalla mos hani shum dhe merni pesh 😂😂me karar,0
Ke nai cun bio ti ate pune bo ti se ngelem vetem me kto cunat qe rriten me hormone 🤣🤣🤣 tju bej mire 👏🏼,0
Na fute nepsin mr burre ca tkena borxh qe na fut me vujt 😹,0
E ku ku per ju 😂,0
Po po bio esht mos e rruj fare po mos i ler mo te ushqehen ke koshat e lagjes se le nom o shpetim 🤣🤣🤣,0
Mrofffshh bolettt,1
Te befte mire,0
😂😂😂😂😂😂 na beft mir gomari😂😂😂😂😂,0
"Nje këngë labçe , nje gote raki e nje mish ne hell 😉😉 . Ju befte mire",0
Ec aty nona😂,0
Ahahahahhahahahahahh plako na terbove,0
Me bukur ka gjen me ber foto tu ju djen fukarave,0
Epo keshtu po ka lezet👏👏👏😍😋,0
Pse more reklamoni kese gjerash a esht bio a sesht bio haje per veti oo njeri. E din ti qe dikush nuk ka per me grend  e ti ketu ben kesi gjesti turp tu vie,0
Booll bere foto per te joq... Nxito se te beri kurban dhe ty efendikoi pastaj,0
🤩🤩,0
👏👏 dole edhe ti ne tilivizor,0
Ju befte mire,0
Tju bej mir ...po te vjen keq mos bej reklam mishit bio he xhan ....,0
😂😂😂😂😂😂😂😂,0
😂😂😂😂🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,0
He se dhe ti ke ngrene nga ai gomari ngordhur...seshte se ha perdit mish qingji te pjekur,0
Ju ngelt nfyt 😁,1
Po normal ata nuk jan brez i sandwichit si ne... ja Brezi xhaxhit Enver din ca han 😂,0
upssss dhe pleqt shesin mend😂😂😂😂😂,0
"Mire ju bafte, ne tallna me ju! Ju hani gjana bijo, nders ne dum kryqytet dhe hajme helme.. 🤚",0
Ka me te ngordhur se ty re buf,1
Mos te vije keq se kto qe hane te ngordhura i quajne fshatare ato qe hane te fresket 😉,0
Tani ju erdhi nder mend se hani bageti te ngordhur?!😂,0
🤣🤣😂😂,0
👍,0
Lum si ju e mjer per ata 🙌,0
Tju bej mire,0
Ca kafshesh,1
Edhe Per ket tollovi Rama ka fajet ..Turp,0
Po skan faj te shkretet njerez . Pastaj duket cfar cepi i kan futur. Njerzit kan faj qe kta kan vetem nje tavolin aty .,0
